card_id,name,set_folder,api_set_id,api_set_name,number,rarity,image_path,matched
sv3pt5-24,Arbok ex,151,sv3pt5,151,024,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_024_std.jpg,True
sv3pt5-25,Pikachu,151,sv3pt5,151,025,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_025_std.jpg,True
sv3pt5-26,Raichu,151,sv3pt5,151,026,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_026_std.jpg,True
sv3pt5-27,Sandshrew,151,sv3pt5,151,027,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_027_std.jpg,True
sv3pt5-28,Sandslash,151,sv3pt5,151,028,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_028_std.jpg,True
sv3pt5-29,Nidoran ♀,151,sv3pt5,151,029,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_029_std.jpg,True
sv3pt5-30,Nidorina,151,sv3pt5,151,030,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_030_std.jpg,True
sv3pt5-31,Nidoqueen,151,sv3pt5,151,031,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_031_std.jpg,True
sv3pt5-32,Nidoran ♂,151,sv3pt5,151,032,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_032_std.jpg,True
sv3pt5-33,Nidorino,151,sv3pt5,151,033,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_033_std.jpg,True
sv3pt5-34,Nidoking,151,sv3pt5,151,034,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_034_std.jpg,True
sv3pt5-35,Clefairy,151,sv3pt5,151,035,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_035_std.jpg,True
sv3pt5-36,Clefable,151,sv3pt5,151,036,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_036_std.jpg,True
sv3pt5-37,Vulpix,151,sv3pt5,151,037,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_037_std.jpg,True
sv3pt5-38,Ninetales ex,151,sv3pt5,151,038,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_038_std.jpg,True
sv3pt5-39,Jigglypuff,151,sv3pt5,151,039,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_039_std.jpg,True
sv3pt5-40,Wigglytuff ex,151,sv3pt5,151,040,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_040_std.jpg,True
sv3pt5-41,Zubat,151,sv3pt5,151,041,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_041_std.jpg,True
sv3pt5-42,Golbat,151,sv3pt5,151,042,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_042_std.jpg,True
sv3pt5-43,Oddish,151,sv3pt5,151,043,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_043_std.jpg,True
sv3pt5-44,Gloom,151,sv3pt5,151,044,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_044_std.jpg,True
sv3pt5-45,Vileplume,151,sv3pt5,151,045,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_045_std.jpg,True
sv3pt5-46,Paras,151,sv3pt5,151,046,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_046_std.jpg,True
sv3pt5-47,Parasect,151,sv3pt5,151,047,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_047_std.jpg,True
sv3pt5-48,Venonat,151,sv3pt5,151,048,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_048_std.jpg,True
sv3pt5-49,Venomoth,151,sv3pt5,151,049,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_049_std.jpg,True
sv3pt5-50,Diglett,151,sv3pt5,151,050,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_050_std.jpg,True
sv3pt5-51,Dugtrio,151,sv3pt5,151,051,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_051_std.jpg,True
sv3pt5-52,Meowth,151,sv3pt5,151,052,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_052_std.jpg,True
sv3pt5-53,Persian,151,sv3pt5,151,053,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_053_std.jpg,True
sv3pt5-54,Psyduck,151,sv3pt5,151,054,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_054_std.jpg,True
sv3pt5-55,Golduck,151,sv3pt5,151,055,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_055_std.jpg,True
sv3pt5-56,Mankey,151,sv3pt5,151,056,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_056_std.jpg,True
sv3pt5-57,Primeape,151,sv3pt5,151,057,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_057_std.jpg,True
sv3pt5-58,Growlithe,151,sv3pt5,151,058,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_058_std.jpg,True
sv3pt5-59,Arcanine,151,sv3pt5,151,059,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_059_std.jpg,True
sv3pt5-60,Poliwag,151,sv3pt5,151,060,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_060_std.jpg,True
sv3pt5-61,Poliwhirl,151,sv3pt5,151,061,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_061_std.jpg,True
sv3pt5-62,Poliwrath,151,sv3pt5,151,062,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_062_std.jpg,True
sv3pt5-63,Abra,151,sv3pt5,151,063,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_063_std.jpg,True
sv3pt5-64,Kadabra,151,sv3pt5,151,064,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_064_std.jpg,True
sv3pt5-65,Alakazam ex,151,sv3pt5,151,065,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_065_std.jpg,True
sv3pt5-66,Machop,151,sv3pt5,151,066,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_066_std.jpg,True
sv3pt5-67,Machoke,151,sv3pt5,151,067,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_067_std.jpg,True
sv3pt5-68,Machamp,151,sv3pt5,151,068,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_068_std.jpg,True
sv3pt5-69,Bellsprout,151,sv3pt5,151,069,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_069_std.jpg,True
sv3pt5-70,Weepinbell,151,sv3pt5,151,070,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_070_std.jpg,True
sv3pt5-71,Victreebel,151,sv3pt5,151,071,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_071_std.jpg,True
sv3pt5-72,Tentacool,151,sv3pt5,151,072,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_072_std.jpg,True
sv3pt5-73,Tentacruel,151,sv3pt5,151,073,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_073_std.jpg,True
sv3pt5-74,Geodude,151,sv3pt5,151,074,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_074_std.jpg,True
sv3pt5-75,Graveler,151,sv3pt5,151,075,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_075_std.jpg,True
sv3pt5-76,Golem ex,151,sv3pt5,151,076,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_076_std.jpg,True
sv3pt5-77,Ponyta,151,sv3pt5,151,077,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_077_std.jpg,True
sv3pt5-78,Rapidash,151,sv3pt5,151,078,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_078_std.jpg,True
sv3pt5-79,Slowpoke,151,sv3pt5,151,079,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_079_std.jpg,True
sv3pt5-80,Slowbro,151,sv3pt5,151,080,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_080_std.jpg,True
sv3pt5-81,Magnemite,151,sv3pt5,151,081,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_081_std.jpg,True
sv3pt5-82,Magneton,151,sv3pt5,151,082,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_082_std.jpg,True
sv3pt5-83,Farfetch'd,151,sv3pt5,151,083,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_083_std.jpg,True
sv3pt5-84,Doduo,151,sv3pt5,151,084,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_084_std.jpg,True
sv3pt5-85,Dodrio,151,sv3pt5,151,085,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_085_std.jpg,True
sv3pt5-86,Seel,151,sv3pt5,151,086,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_086_std.jpg,True
sv3pt5-87,Dewgong,151,sv3pt5,151,087,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_087_std.jpg,True
sv3pt5-88,Grimer,151,sv3pt5,151,088,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_088_std.jpg,True
sv3pt5-89,Muk,151,sv3pt5,151,089,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_089_std.jpg,True
sv3pt5-90,Shellder,151,sv3pt5,151,090,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_090_std.jpg,True
sv3pt5-91,Cloyster,151,sv3pt5,151,091,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_091_std.jpg,True
sv3pt5-92,Gastly,151,sv3pt5,151,092,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_092_std.jpg,True
sv3pt5-93,Haunter,151,sv3pt5,151,093,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_093_std.jpg,True
sv3pt5-94,Gengar,151,sv3pt5,151,094,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_094_std.jpg,True
sv3pt5-95,Onix,151,sv3pt5,151,095,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_095_std.jpg,True
sv3pt5-96,Drowzee,151,sv3pt5,151,096,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_096_std.jpg,True
sv3pt5-97,Hypno,151,sv3pt5,151,097,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_097_std.jpg,True
sv3pt5-98,Krabby,151,sv3pt5,151,098,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_098_std.jpg,True
sv3pt5-99,Kingler,151,sv3pt5,151,099,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_099_std.jpg,True
sv3pt5-100,Voltorb,151,sv3pt5,151,100,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_100_std.jpg,True
sv3pt5-101,Electrode,151,sv3pt5,151,101,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_101_std.jpg,True
sv3pt5-102,Exeggcute,151,sv3pt5,151,102,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_102_std.jpg,True
sv3pt5-103,Exeggutor,151,sv3pt5,151,103,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_103_std.jpg,True
sv3pt5-104,Cubone,151,sv3pt5,151,104,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_104_std.jpg,True
sv3pt5-105,Marowak,151,sv3pt5,151,105,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_105_std.jpg,True
sv3pt5-106,Hitmonlee,151,sv3pt5,151,106,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_106_std.jpg,True
sv3pt5-107,Hitmonchan,151,sv3pt5,151,107,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_107_std.jpg,True
sv3pt5-108,Lickitung,151,sv3pt5,151,108,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_108_std.jpg,True
sv3pt5-109,Koffing,151,sv3pt5,151,109,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_109_std.jpg,True
sv3pt5-110,Weezing,151,sv3pt5,151,110,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_110_std.jpg,True
sv3pt5-111,Rhyhorn,151,sv3pt5,151,111,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_111_std.jpg,True
sv3pt5-112,Rhydon,151,sv3pt5,151,112,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_112_std.jpg,True
sv3pt5-113,Chansey,151,sv3pt5,151,113,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_113_std.jpg,True
sv3pt5-114,Tangela,151,sv3pt5,151,114,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_114_std.jpg,True
sv3pt5-115,Kangaskhan ex,151,sv3pt5,151,115,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_115_std.jpg,True
sv3pt5-116,Horsea,151,sv3pt5,151,116,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_116_std.jpg,True
sv3pt5-117,Seadra,151,sv3pt5,151,117,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_117_std.jpg,True
sv3pt5-118,Goldeen,151,sv3pt5,151,118,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_118_std.jpg,True
sv3pt5-119,Seaking,151,sv3pt5,151,119,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_119_std.jpg,True
sv3pt5-120,Staryu,151,sv3pt5,151,120,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_120_std.jpg,True
sv3pt5-121,Starmie,151,sv3pt5,151,121,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_121_std.jpg,True
sv3pt5-122,Mr. Mime,151,sv3pt5,151,122,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_122_std.jpg,True
sv3pt5-123,Scyther,151,sv3pt5,151,123,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_123_std.jpg,True
sv3pt5-124,Jynx ex,151,sv3pt5,151,124,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_124_std.jpg,True
sv3pt5-125,Electabuzz,151,sv3pt5,151,125,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_125_std.jpg,True
sv3pt5-126,Magmar,151,sv3pt5,151,126,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_126_std.jpg,True
sv3pt5-127,Pinsir,151,sv3pt5,151,127,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_127_std.jpg,True
sv3pt5-128,Tauros,151,sv3pt5,151,128,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_128_std.jpg,True
sv3pt5-129,Magikarp,151,sv3pt5,151,129,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_129_std.jpg,True
sv3pt5-130,Gyarados,151,sv3pt5,151,130,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_130_std.jpg,True
sv3pt5-131,Lapras,151,sv3pt5,151,131,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_131_std.jpg,True
sv3pt5-132,Ditto,151,sv3pt5,151,132,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_132_std.jpg,True
sv3pt5-133,Eevee,151,sv3pt5,151,133,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_133_std.jpg,True
sv3pt5-134,Vaporeon,151,sv3pt5,151,134,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_134_std.jpg,True
sv3pt5-135,Jolteon,151,sv3pt5,151,135,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_135_std.jpg,True
sv3pt5-136,Flareon,151,sv3pt5,151,136,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_136_std.jpg,True
sv3pt5-137,Porygon,151,sv3pt5,151,137,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_137_std.jpg,True
sv3pt5-138,Omanyte,151,sv3pt5,151,138,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_138_std.jpg,True
sv3pt5-139,Omastar,151,sv3pt5,151,139,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_139_std.jpg,True
sv3pt5-140,Kabuto,151,sv3pt5,151,140,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_140_std.jpg,True
sv3pt5-141,Kabutops,151,sv3pt5,151,141,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_141_std.jpg,True
sv3pt5-142,Aerodactyl,151,sv3pt5,151,142,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_142_std.jpg,True
sv3pt5-143,Snorlax,151,sv3pt5,151,143,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_143_std.jpg,True
sv3pt5-144,Articuno,151,sv3pt5,151,144,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_144_std.jpg,True
sv3pt5-145,Zapdos ex,151,sv3pt5,151,145,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_145_std.jpg,True
sv3pt5-146,Moltres,151,sv3pt5,151,146,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_146_std.jpg,True
sv3pt5-147,Dratini,151,sv3pt5,151,147,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_147_std.jpg,True
sv3pt5-148,Dragonair,151,sv3pt5,151,148,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_148_std.jpg,True
sv3pt5-149,Dragonite,151,sv3pt5,151,149,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_149_std.jpg,True
sv3pt5-150,Mewtwo,151,sv3pt5,151,150,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_150_std.jpg,True
sv3pt5-151,Mew ex,151,sv3pt5,151,151,Double Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_151_std.jpg,True
sv3pt5-152,Antique Dome Fossil,151,sv3pt5,151,152,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_152_std.jpg,True
sv3pt5-153,Antique Helix Fossil,151,sv3pt5,151,153,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_153_std.jpg,True
sv3pt5-154,Antique Old Amber,151,sv3pt5,151,154,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_154_std.jpg,True
sv3pt5-155,Big Air Balloon,151,sv3pt5,151,155,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_155_std.jpg,True
sv3pt5-156,Bill's Transfer,151,sv3pt5,151,156,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_156_std.jpg,True
sv3pt5-157,Cycling Road,151,sv3pt5,151,157,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_157_std.jpg,True
sv3pt5-158,Daisy's Help,151,sv3pt5,151,158,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_158_std.jpg,True
sv3pt5-159,Energy Sticker,151,sv3pt5,151,159,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_159_std.jpg,True
sv3pt5-160,Erika's Invitation,151,sv3pt5,151,160,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_160_std.jpg,True
sv3pt5-161,Giovanni's Charisma,151,sv3pt5,151,161,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_161_std.jpg,True
sv3pt5-162,Grabber,151,sv3pt5,151,162,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\151\sv3-5_en_162_std.jpg,True
